labels	salinity_surface_whole_yr_max	salinity_surface_whole_yr_mean	salinity_surface_whole_yr_min	salinity_water_column_whole_yr_max	salinity_water_column_whole_yr_mean	salinity_water_column_whole_yr_min	salinity_surface_repro_max	salinity_surface_repro_mean	salinity_surface_repro_min	salinity_water_column_repro_max	salinity_water_column_repro_mean	salinity_water_column_repro_min	sst_whole_yr_max	sst_whole_yr_mean	sst_whole_yr_min	sst_repro_max	sst_repro_mean	sst_repro_min	chlo_surface_max	chlo_surface_mean	chlo_surface_min	chlo_benthic_max	chlo_benthic_mean	chlo_benthic_min
mul_fra_057	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_058	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_059	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_060	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_061	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_062	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_063	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_064	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_065	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_066	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_067	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_068	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_069	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_070	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_071	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_072	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_073	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_074	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_075	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_076	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_077	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_078	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_080	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_081	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_082	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_083	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_084	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_085	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_086	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_087	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_088	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_089	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_090	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_091	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_092	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_093	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_094	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_095	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_096	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_097	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_098	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_099	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_100	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_101	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_102	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_103	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_104	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_105	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_106	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_107	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_108	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_109	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_110	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_111	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_112	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_113	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_114	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_115	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_117	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_118	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.529283	0.173842	0.04567	0.590535	0.182287	0.0361
mul_fra_119	mul	38.4805183410645	37.8491638665912	36.7832870483398	38.4805183410645	37.87238425633	36.7832870483398	38.233642578125	37.7564907994764	36.7832870483398	38.3016357421875	37.7582743414517	36.7832870483398	25.9977645874023	16.4568537514785	9.94931602478027	25.4249725341797	16.5848996326841	10.8022623062134	0.940433	0.274135	0.061793	0.739818	0.244639	0.045425
mul_fra_120	mul	38.4805183410645	37.8491638665912	36.7832870483398	38.4805183410645	37.87238425633	36.7832870483398	38.233642578125	37.7564907994764	36.7832870483398	38.3016357421875	37.7582743414517	36.7832870483398	25.9977645874023	16.4568537514785	9.94931602478027	25.4249725341797	16.5848996326841	10.8022623062134	0.940433	0.274135	0.061793	0.739818	0.244639	0.045425
mul_fra_121	mul	38.5209045410156	37.8615986944615	36.8369636535645	38.5209045410156	37.8646776944741	36.8369636535645	38.3141441345215	37.771729436414	36.8369636535645	38.3531646728516	37.7728245088424	36.8369636535645	26.0153827667236	16.4185854045824	9.83964347839355	25.4396228790283	16.6132521727989	10.7996397018433	0.940433	0.274135	0.061793	0.739818	0.244639	0.045425
mul_fra_122	mul	38.5209045410156	37.8615986944615	36.8369636535645	38.5209045410156	37.8646776944741	36.8369636535645	38.3141441345215	37.771729436414	36.8369636535645	38.3531646728516	37.7728245088424	36.8369636535645	26.0153827667236	16.4185854045824	9.83964347839355	25.4396228790283	16.6132521727989	10.7996397018433	0.940433	0.274135	0.061793	0.739818	0.244639	0.045425
mul_fra_123	mul	38.5209045410156	37.8615986944615	36.8369636535645	38.5209045410156	37.8646776944741	36.8369636535645	38.3141441345215	37.771729436414	36.8369636535645	38.3531646728516	37.7728245088424	36.8369636535645	26.0153827667236	16.4185854045824	9.83964347839355	25.4396228790283	16.6132521727989	10.7996397018433	0.940433	0.274135	0.061793	0.739818	0.244639	0.045425
mul_fra_124	mul	38.5209045410156	37.8615986944615	36.8369636535645	38.5209045410156	37.8646776944741	36.8369636535645	38.3141441345215	37.771729436414	36.8369636535645	38.3531646728516	37.7728245088424	36.8369636535645	26.0153827667236	16.4185854045824	9.83964347839355	25.4396228790283	16.6132521727989	10.7996397018433	0.940433	0.274135	0.061793	0.739818	0.244639	0.045425
Mul_MEDIT_002	mul	38.1096992492676	37.0225662253369	36.3200302124023	38.2201995849609	37.1883937881533	36.3180198669434	38.0751724243164	37.1021542779331	36.4128646850586	38.0754356384277	37.1084038657704	36.4095726013184	28.436595916748	19.3848087650606	13.2990236282349	27.1267108917236	19.2339225966355	13.8764333724976	0.651743	0.122439	0.043568	0.490303	0.348118	0.141304
Mul_MEDIT_009	mul	38.1153907775879	37.0467466924382	36.3374977111816	38.4183387756348	37.3326179593655	36.3362884521484	38.1153907775879	37.1327384685648	36.4596900939941	38.1215858459473	37.1382209076279	36.4524726867676	28.367504119873	19.4047744328948	13.3242702484131	27.1565399169922	19.2652540075368	13.7758598327637	0.646438	0.129434	0.047877	0.39975	0.285761	0.137659
Mul_MEDIT_015	mul	38.1313209533691	36.9875620370624	36.4076614379883	38.5260162353516	37.6034469819512	36.4076614379883	38.1313209533691	37.0647990785796	36.473949432373	38.1313209533691	37.0639160243944	36.4622955322266	28.1805381774902	19.524631072735	13.4647846221924	27.2163257598877	19.3205973460757	13.7983522415161	0.537378	0.110433	0.042901	0.043339	0.031844	0.02371
Mul_MEDIT_022	mul	38.1195259094238	36.9993480375443	36.3993682861328	38.5340042114258	37.5972031817617	36.3930244445801	38.1195259094238	37.0761275192787	36.4907913208008	38.1195259094238	37.0749318791532	36.4748382568359	28.0908164978027	19.5351137347605	13.3726825714111	27.2092456817627	19.332309782094	13.8231077194214	0.477515	0.099628	0.040073	0.00617	0.005957	0.005655
Mul_MEDIT_025	mul	38.1943626403809	37.1942013817272	36.4812774658203	38.2005844116211	37.1953329820743	36.4802131652832	38.1943626403809	37.318461740428	36.6552276611328	38.1943626403809	37.3198998812971	36.6457977294922	28.6579074859619	19.467663817022	12.8334980010986	27.4230194091797	19.5626875581412	13.4280214309692	0.459054	0.103889	0.044714	0.438976	0.311331	0.161127
Mul_MEDIT_032	mul	38.0976943969727	37.1518178369807	36.5802955627441	38.4582481384277	37.5933774312337	36.5651664733887	37.9752769470215	37.2049791007206	36.7431259155273	37.9887580871582	37.2039384249983	36.7058486938477	28.9935722351074	19.6312608033761	13.4132318496704	27.3126564025879	19.3819393881436	13.661283493042	0.155493	0.059443	0.031985	0.022143	0.017946	0.014548
Mul_MEDIT_036	mul	38.02783203125	37.1046844350881	36.5507850646973	38.4528846740723	37.4942507150073	36.550464630127	37.9272613525391	37.1646312845164	36.7431106567383	37.9362525939941	37.1631567593279	36.7112312316895	28.8703842163086	19.6776708432998	13.4449052810669	27.2268257141113	19.4071959068035	13.8946590423584	0.143206	0.057839	0.032028	0.399004	0.27267	0.145655
Mul_MEDIT_044	mul	38.3130760192871	37.272908134022	36.4477958679199	38.4705085754395	37.6242571267588	36.4431266784668	38.3130760192871	37.3657973980081	36.683422088623	38.3130760192871	37.3779709651552	36.682991027832	28.3357582092285	19.2131892538619	13.0340270996094	26.8538608551025	19.0555050948571	13.385368347168	0.324291	0.077758	0.042073	0.5189	0.297963	0.067256
Mul_MEDIT_048	mul	38.3589210510254	37.1930534209328	36.4514694213867	38.6244621276855	37.3576527518788	36.4471092224121	38.3589210510254	37.2993993298761	36.6679496765137	38.5124015808105	37.3078375016136	36.6571235656738	28.4026374816895	19.3927333300141	13.1287021636963	27.204029083252	19.2803750926051	13.4455270767212	0.363676	0.084488	0.042187	0.490133	0.229666	0.051592
