labels	salinity_surface_whole_yr_max	salinity_surface_whole_yr_mean	salinity_surface_whole_yr_min	salinity_water_column_whole_yr_max	salinity_water_column_whole_yr_mean	salinity_water_column_whole_yr_min	salinity_surface_repro_max	salinity_surface_repro_mean	salinity_surface_repro_min	salinity_water_column_repro_max	salinity_water_column_repro_mean	salinity_water_column_repro_min	sst_whole_yr_max	sst_whole_yr_mean	sst_whole_yr_min	sst_repro_max	sst_repro_mean	sst_repro_min	chlo_surface_max	chlo_surface_mean	chlo_surface_min	chlo_benthic_max	chlo_benthic_mean	chlo_benthic_min
mul_bal_078	mul	38.3232765197754	37.53606081557	36.771427154541	38.3232765197754	37.5530882509525	36.6751823425293	38.2873954772949	37.6033769804856	36.830322265625	38.2873954772949	37.5992597031867	36.8031120300293	28.7443103790283	19.145508782617	12.9834671020508	27.2377700805664	18.7595678789862	13.2954425811768	0.25597	0.071439	0.029772	0.30991	0.077553	0.028381
mul_bal_081	mul	38.2876129150391	37.4284568983933	36.748893737793	38.2876129150391	37.4384043257812	36.6200790405273	38.2296676635742	37.4952894802751	36.8454513549805	38.2296676635742	37.4932838352247	36.8454513549805	28.8677082061768	19.3885823830791	12.9696578979492	27.2709789276123	19.0343214100805	13.2093172073364	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405
mul_bal_084	mul	38.1094207763672	37.3922064770227	36.7951622009277	38.2207984924316	37.3947393349152	36.6382026672363	38.1094207763672	37.4460536035998	36.8886375427246	38.1094207763672	37.4436028403797	36.8873329162598	29.0347728729248	19.5008903426686	13.0681982040405	27.422082901001	19.1803307763461	13.301342010498	0.12526	0.054853	0.029087	0.451431	0.190894	0.045916
mul_bal_087	mul	38.1094207763672	37.3922064770227	36.7951622009277	38.2207984924316	37.3947393349152	36.6382026672363	38.1094207763672	37.4460536035998	36.8886375427246	38.1094207763672	37.4436028403797	36.8873329162598	29.0347728729248	19.5008903426686	13.0681982040405	27.422082901001	19.1803307763461	13.301342010498	0.12526	0.054853	0.029087	0.451431	0.190894	0.045916
mul_bal_088	mul	38.1055641174316	37.3664726498483	36.7563095092773	38.1075630187988	37.3645076039194	36.6667060852051	38.0787506103516	37.4120665451576	36.7563095092773	38.0787506103516	37.4106445663277	36.7395515441895	29.0966472625732	19.5420817013445	13.0321044921875	27.5220832824707	19.2593037046235	13.3253412246704	0.122639	0.053525	0.028269	0.344482	0.243517	0.117896
mul_bal_091	mul	38.1055641174316	37.3664726498483	36.7563095092773	38.1075630187988	37.3645076039194	36.6667060852051	38.0787506103516	37.4120665451576	36.7563095092773	38.0787506103516	37.4106445663277	36.7395515441895	29.0966472625732	19.5420817013445	13.0321044921875	27.5220832824707	19.2593037046235	13.3253412246704	0.122639	0.053525	0.028269	0.344482	0.243517	0.117896
mul_bal_096	mul	38.2380218505859	37.3753416894496	36.7071418762207	38.2380218505859	37.4054826232209	36.5013465881348	38.2380218505859	37.4371630964608	36.7338829040527	38.2380218505859	37.435555100715	36.7114295959473	29.3454856872559	19.5613261803813	13.2457418441772	27.7454643249512	19.371088120033	13.3231372833252	0.157613	0.057753	0.028825	0.47807	0.181275	0.040541
mul_bal_097	mul	38.1186180114746	37.3348551344598	36.6673278808594	38.2069778442383	37.4161039346153	36.5195770263672	38.0872573852539	37.3850778513941	36.6673278808594	38.0872573852539	37.3849863863539	36.6473350524902	29.0336761474609	19.5875628789266	13.2810525894165	27.5509548187256	19.2574831271994	13.3278818130493	0.140987	0.054409	0.027857	0.440966	0.157234	0.033426
mul_bal_101	mul	38.1951675415039	37.3646364650507	36.6688537597656	38.1951675415039	37.3702649672826	36.4782180786133	38.160774230957	37.4234899586645	36.6688537597656	38.160774230957	37.4232058557971	36.6137390136719	29.1792697906494	19.5398262177391	13.0255813598633	27.6553001403809	19.2811608807794	13.1388788223267	0.155054	0.05516	0.027447	0.435962	0.125536	0.02966
mul_bal_103	mul	38.3537673950195	37.4660184684841	36.8458213806152	38.388256072998	37.6447955660581	36.7823524475098	38.1100921630859	37.5186412679738	36.8977508544922	38.1100921630859	37.5182600964075	36.8968467712402	28.8114490509033	19.3352206712482	13.1199331283569	27.2795429229736	18.8754058311726	13.3088397979736	0.211282	0.065184	0.029519	0.088555	0.037612	0.024207
mul_bal_106	mul	38.1605911254883	37.4270314402964	36.8785400390625	38.1605911254883	37.4259769806917	36.8769874572754	38.1605911254883	37.4766554207637	36.9072418212891	38.1605911254883	37.4747974790376	36.9063835144043	29.4268989562988	19.481984442678	12.5860109329224	27.6594009399414	19.3868653659163	13.2094297409058	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405
mul_bal_107	mul	38.1605911254883	37.4270314402964	36.8785400390625	38.1605911254883	37.4259769806917	36.8769874572754	38.1605911254883	37.4766554207637	36.9072418212891	38.1605911254883	37.4747974790376	36.9063835144043	29.4268989562988	19.481984442678	12.5860109329224	27.6594009399414	19.3868653659163	13.2094297409058	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405
mul_bal_108	mul	38.1605911254883	37.4270314402964	36.8785400390625	38.1605911254883	37.4259769806917	36.8769874572754	38.1605911254883	37.4766554207637	36.9072418212891	38.1605911254883	37.4747974790376	36.9063835144043	29.4268989562988	19.481984442678	12.5860109329224	27.6594009399414	19.3868653659163	13.2094297409058	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405
mul_bal_109	mul	38.1605911254883	37.4270314402964	36.8785400390625	38.1605911254883	37.4259769806917	36.8769874572754	38.1605911254883	37.4766554207637	36.9072418212891	38.1605911254883	37.4747974790376	36.9063835144043	29.4268989562988	19.481984442678	12.5860109329224	27.6594009399414	19.3868653659163	13.2094297409058	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405
mul_bal_110	mul	38.1605911254883	37.4270314402964	36.8785400390625	38.1605911254883	37.4259769806917	36.8769874572754	38.1605911254883	37.4766554207637	36.9072418212891	38.1605911254883	37.4747974790376	36.9063835144043	29.4268989562988	19.481984442678	12.5860109329224	27.6594009399414	19.3868653659163	13.2094297409058	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405
mul_bal_111	mul	38.1605911254883	37.4270314402964	36.8785400390625	38.1605911254883	37.4259769806917	36.8769874572754	38.1605911254883	37.4766554207637	36.9072418212891	38.1605911254883	37.4747974790376	36.9063835144043	29.4268989562988	19.481984442678	12.5860109329224	27.6594009399414	19.3868653659163	13.2094297409058	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405
mul_bal_112	mul	38.1605911254883	37.4270314402964	36.8785400390625	38.1605911254883	37.4259769806917	36.8769874572754	38.1605911254883	37.4766554207637	36.9072418212891	38.1605911254883	37.4747974790376	36.9063835144043	29.4268989562988	19.481984442678	12.5860109329224	27.6594009399414	19.3868653659163	13.2094297409058	0.122646	0.054577	0.029137	0.416565	0.122053	0.031296
mul_bal_113	mul	38.1605911254883	37.4270314402964	36.8785400390625	38.1605911254883	37.4259769806917	36.8769874572754	38.1605911254883	37.4766554207637	36.9072418212891	38.1605911254883	37.4747974790376	36.9063835144043	29.4268989562988	19.481984442678	12.5860109329224	27.6594009399414	19.3868653659163	13.2094297409058	0.122646	0.054577	0.029137	0.416565	0.122053	0.031296
mul_bal_114	mul	38.1422538757324	37.4119596590941	36.8570137023926	38.1422538757324	37.4104374222372	36.8551635742188	38.1422538757324	37.4633211596259	36.8962173461914	38.1422538757324	37.4610624028348	36.8953819274902	29.2535762786865	19.4859756519055	12.8210802078247	27.5444221496582	19.2911425952254	13.2494115829468	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405
mul_bal_115	mul	37.9662132263184	37.2355092037683	36.6033668518066	38.5172309875488	37.6425802836262	36.429370880127	37.9045600891113	37.2343983880405	36.6112098693848	37.9045600891113	37.2335195782541	36.6112098693848	28.8201866149902	19.6895849677338	13.4389934539795	28.8201866149902	19.7102776297208	13.4389934539795	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405
mul_bal_116	mul	37.9662132263184	37.2355092037683	36.6033668518066	38.5172309875488	37.6425802836262	36.429370880127	37.9045600891113	37.2343983880405	36.6112098693848	37.9045600891113	37.2335195782541	36.6112098693848	28.8201866149902	19.6895849677338	13.4389934539795	28.8201866149902	19.7102776297208	13.4389934539795	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405
mul_bal_117	mul	37.9662132263184	37.2355092037683	36.6033668518066	38.5172309875488	37.6425802836262	36.429370880127	37.9045600891113	37.2343983880405	36.6112098693848	37.9045600891113	37.2335195782541	36.6112098693848	28.8201866149902	19.6895849677338	13.4389934539795	28.8201866149902	19.7102776297208	13.4389934539795	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405
mul_bal_118	mul	37.9662132263184	37.2355092037683	36.6033668518066	38.5172309875488	37.6425802836262	36.429370880127	37.9045600891113	37.2343983880405	36.6112098693848	37.9045600891113	37.2335195782541	36.6112098693848	28.8201866149902	19.6895849677338	13.4389934539795	28.8201866149902	19.7102776297208	13.4389934539795	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405
mul_bal_119	mul	37.9662132263184	37.2355092037683	36.6033668518066	38.5172309875488	37.6425802836262	36.429370880127	37.9045600891113	37.2343983880405	36.6112098693848	37.9045600891113	37.2335195782541	36.6112098693848	28.8201866149902	19.6895849677338	13.4389934539795	28.8201866149902	19.7102776297208	13.4389934539795	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405
mul_bal_120	mul	38.0001983642578	37.2525750193103	36.6362228393555	38.5143165588379	37.6619323444619	36.4783630371094	37.911678314209	37.2501869990908	36.6362228393555	37.9117698669434	37.2494140800388	36.6362228393555	28.8411827087402	19.6761064008735	13.4213399887085	28.8411827087402	19.697904692025	13.4213399887085	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405
mul_bal_121	mul	38.0001983642578	37.2525750193103	36.6362228393555	38.5143165588379	37.6619323444619	36.4783630371094	37.911678314209	37.2501869990908	36.6362228393555	37.9117698669434	37.2494140800388	36.6362228393555	28.8411827087402	19.6761064008735	13.4213399887085	28.8411827087402	19.697904692025	13.4213399887085	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405
mul_bal_122	mul	37.9662132263184	37.2355092037683	36.6033668518066	38.5172309875488	37.6425802836262	36.429370880127	37.9045600891113	37.2343983880405	36.6112098693848	37.9045600891113	37.2335195782541	36.6112098693848	28.8201866149902	19.6895849677338	13.4389934539795	28.8201866149902	19.7102776297208	13.4389934539795	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405
mul_bal_123	mul	37.9822044372559	37.2347066594266	36.6211471557617	38.5208702087402	37.6513367162986	36.4447441101074	37.913158416748	37.2333813634412	36.6532211303711	37.913158416748	37.2326916223285	36.6444244384766	28.8372936248779	19.6859397531926	13.4382419586182	28.8372936248779	19.7085447837567	13.4382419586182	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405
mul_bal_124	mul	37.9662132263184	37.2355092037683	36.6033668518066	38.5172309875488	37.6425802836262	36.429370880127	37.9045600891113	37.2343983880405	36.6112098693848	37.9045600891113	37.2335195782541	36.6112098693848	28.8201866149902	19.6895849677338	13.4389934539795	28.8201866149902	19.7102776297208	13.4389934539795	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405
mul_bal_125	mul	37.9662132263184	37.2355092037683	36.6033668518066	38.5172309875488	37.6425802836262	36.429370880127	37.9045600891113	37.2343983880405	36.6112098693848	37.9045600891113	37.2335195782541	36.6112098693848	28.8201866149902	19.6895849677338	13.4389934539795	28.8201866149902	19.7102776297208	13.4389934539795	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405
mul_bal_126	mul	38.3055267333984	37.5182388678364	36.756908416748	38.4176445007324	37.6631893411298	36.6736640930176	38.2625122070312	37.4995289506583	36.756908416748	38.2625122070312	37.4972046424603	36.7297325134277	28.7797050476074	19.1775684247072	13.0556316375732	28.7797050476074	19.1956620643879	13.0556316375732	0.238454	0.069523	0.02918	0.324135	0.079577	0.028353
mul_bal_127	mul	38.3055267333984	37.5182388678364	36.756908416748	38.4176445007324	37.6631893411298	36.6736640930176	38.2625122070312	37.4995289506583	36.756908416748	38.2625122070312	37.4972046424603	36.7297325134277	28.7797050476074	19.1775684247072	13.0556316375732	28.7797050476074	19.1956620643879	13.0556316375732	0.238454	0.069523	0.02918	0.324135	0.079577	0.028353
mul_bal_128	mul	38.3055267333984	37.5182388678364	36.756908416748	38.4176445007324	37.6631893411298	36.6736640930176	38.2625122070312	37.4995289506583	36.756908416748	38.2625122070312	37.4972046424603	36.7297325134277	28.7797050476074	19.1775684247072	13.0556316375732	28.7797050476074	19.1956620643879	13.0556316375732	0.238454	0.069523	0.02918	0.324135	0.079577	0.028353
mul_bal_129	mul	38.3055267333984	37.5182388678364	36.756908416748	38.4176445007324	37.6631893411298	36.6736640930176	38.2625122070312	37.4995289506583	36.756908416748	38.2625122070312	37.4972046424603	36.7297325134277	28.7797050476074	19.1775684247072	13.0556316375732	28.7797050476074	19.1956620643879	13.0556316375732	0.238454	0.069523	0.02918	0.324135	0.079577	0.028353
mul_bal_130	mul	37.9662132263184	37.2355092037683	36.6033668518066	38.5172309875488	37.6425802836262	36.429370880127	37.9045600891113	37.2343983880405	36.6112098693848	37.9045600891113	37.2335195782541	36.6112098693848	28.8201866149902	19.6895849677338	13.4389934539795	28.8201866149902	19.7102776297208	13.4389934539795	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405
mul_bal_131	mul	37.9662132263184	37.2355092037683	36.6033668518066	38.5172309875488	37.6425802836262	36.429370880127	37.9045600891113	37.2343983880405	36.6112098693848	37.9045600891113	37.2335195782541	36.6112098693848	28.8201866149902	19.6895849677338	13.4389934539795	28.8201866149902	19.7102776297208	13.4389934539795	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405
mul_fra_021	mul	38.5420227050781	37.9358802663869	36.9354019165039	38.5420227050781	37.9375816542527	36.9354019165039	38.5420227050781	37.8523029458934	36.9354019165039	38.5420227050781	37.8536962399538	36.9354019165039	25.9694652557373	16.6432360479201	9.56981468200684	25.23801612854	16.8084904900913	11.0313940048218	0.626997	0.204228	0.053127	0.665183	0.205355	0.041021
mul_fra_022	mul	38.554141998291	37.9223677207684	36.9427719116211	38.554141998291	37.9254269391641	36.9427719116211	38.554141998291	37.8370145337335	36.9427719116211	38.554141998291	37.8378707096495	36.9427719116211	25.8651485443115	16.5168810685476	9.54675960540771	25.3257160186768	16.7042758020861	10.8952836990356	0.733067	0.230452	0.058648	0.710284	0.231931	0.043304
mul_fra_025	mul	38.5608062744141	37.9215133710839	36.9547691345215	38.5608062744141	37.9225794255048	36.9547691345215	38.5608062744141	37.8357059347219	36.9547691345215	38.5608062744141	37.8364772752784	36.9547691345215	25.840576171875	16.4619258327046	9.41411304473877	25.3971042633057	16.7198140374545	10.8584880828857	0.733067	0.230452	0.058648	0.710284	0.231931	0.043304
mul_fra_028	mul	38.5749626159668	37.9306971232096	36.8992462158203	38.5749626159668	37.9318677913183	36.8992462158203	38.5749626159668	37.845737825591	36.8992462158203	38.5749626159668	37.846729813499	36.8992462158203	25.9363784790039	16.5685659633286	9.50735569000244	25.3355579376221	16.7958653943292	10.9812173843384	0.714374	0.225529	0.057937	0.710111	0.214683	0.044878
mul_fra_032	mul	38.441478729248	37.9554980376671	37.0382041931152	38.441478729248	37.9880467088992	37.0382041931152	38.441478729248	37.8768436563426	37.0382041931152	38.441478729248	37.8786446933089	37.0382041931152	26.0502033233643	16.8649813717809	10.4015884399414	25.2225570678711	16.8979994872521	11.4017658233643	0.574303	0.18951	0.050787	0.612622	0.232275	0.052909
mul_fra_034	mul	38.4326591491699	37.9589796395137	37.0316009521484	38.4326591491699	37.9845379237471	37.0316009521484	38.4326591491699	37.8808071794181	37.0316009521484	38.4326591491699	37.8830611744146	37.0316009521484	26.0656127929688	16.899636183662	10.3216180801392	25.2461395263672	16.952714518843	11.4386491775513	0.546189	0.179856	0.047645	0.60141	0.206376	0.043621
mul_fra_036	mul	38.4637184143066	37.9587258963749	36.9491920471191	38.4637184143066	37.9611447241114	36.9491920471191	38.4637184143066	37.8790564964558	36.9491920471191	38.4637184143066	37.881802157698	36.9491920471191	26.0950450897217	16.8196650757187	9.83756160736084	25.2770175933838	16.9910369018029	11.3275165557861	0.545516	0.179689	0.047511	0.605198	0.185634	0.043044
mul_fra_038	mul	38.4637184143066	37.9587258963749	36.9491920471191	38.4637184143066	37.9611447241114	36.9491920471191	38.4637184143066	37.8790564964558	36.9491920471191	38.4637184143066	37.881802157698	36.9491920471191	26.0950450897217	16.8196650757187	9.83756160736084	25.2770175933838	16.9910369018029	11.3275165557861	0.545516	0.179689	0.047511	0.605198	0.185634	0.043044
mul_fra_042	mul	38.3788681030273	37.9684966953321	37.1678276062012	38.382755279541	38.0110174654649	37.1678276062012	38.3788681030273	37.895161306447	37.1678276062012	38.3795928955078	37.8968560931326	37.1678276062012	26.0385456085205	17.0155599884603	11.2411603927612	25.204797744751	16.936757850647	11.7415189743042	0.546189	0.179856	0.047645	0.60141	0.206376	0.043621
mul_fra_043	mul	38.4637184143066	37.9587258963749	36.9491920471191	38.4637184143066	37.9611447241114	36.9491920471191	38.4637184143066	37.8790564964558	36.9491920471191	38.4637184143066	37.881802157698	36.9491920471191	26.0950450897217	16.8196650757187	9.83756160736084	25.2770175933838	16.9910369018029	11.3275165557861	0.545516	0.179689	0.047511	0.605198	0.185634	0.043044
mul_fra_047	mul	38.554141998291	37.9223677207684	36.9427719116211	38.554141998291	37.9254269391641	36.9427719116211	38.554141998291	37.8370145337335	36.9427719116211	38.554141998291	37.8378707096495	36.9427719116211	25.8651485443115	16.5168810685476	9.54675960540771	25.3257160186768	16.7042758020861	10.8952836990356	0.726918	0.228453	0.058192	0.764202	0.22803	0.053497
mul_fra_055	mul	38.4332427978516	37.8079296528608	36.6006355285645	38.4357223510742	37.8113016424508	36.6006355285645	38.2445030212402	37.7176027495286	36.6006355285645	38.2699317932129	37.720897350092	36.6006355285645	25.9498405456543	16.3831901605102	9.74482536315918	25.4415473937988	16.5560891381625	10.8389749526978	1.006685	0.29079	0.062301	0.764485	0.250803	0.046465
